r,method,invalid_reason,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,AIC_naive,BIC_naive,AICc_naive,AIC_plusRho,BIC_plusRho,AICc_plusRho,runtime,on_edge_KL,on_edge_VAE,valid
Argentina,LM,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00637671160084869,0.9914217201241756,0.987418522848791,814,TRUE,Relative error in the sum of squares is at most `ftol'.,0.00161106628228467,0.7408292858063339,0.00316774095109814,0.03433394094770743,0.44709591612536487,1.831719069419744e-5,0.00234104901757188,0.8547294450670285,1.0662113501468533,1.6588567370590824e-10,-0.99,46,99.99999999999991,0.02127659574468085,-174.3837299303892,-166.43527041888515,-166.91706326372253,-170.3837299303892,-160.16428198702684,-156.53757608423535,9074.02242898941,TRUE,FALSE,FALSE
Argentina,NM,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00900615188731762,0.9878844620347405,0.9822305443176192,139,TRUE,NA,0.01764880095061891,0.8773356569298543,0.002007342838594,0.5311246318860441,0.5149803481685231,0.0679421551133305,0.537917526486813,0.05115590677764065,1.0305066936223155,0.00432563026659936,-0.99,3.25,99.99999999999991,0.2352941176470588,-166.44285698512502,-158.49439747362098,-158.97619031845835,-162.44285698512502,-152.22340904176266,-148.59670313897118,1124.4487490653992,TRUE,FALSE,FALSE
Argentina,Nelder-Mead,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00900615188731762,0.9878844620347405,0.9822305443176192,139,TRUE,NA,0.01764880095061891,0.8773356569298543,0.002007342838594,0.5311246318860441,0.5149803481685231,0.0679421551133305,0.537917526486813,0.05115590677764065,1.0305066936223155,0.00432563026659936,-0.99,3.25,99.99999999999991,0.2352941176470588,-166.44285698512502,-158.49439747362098,-158.97619031845835,-162.44285698512502,-152.22340904176266,-148.59670313897118,1175.8901109695437,TRUE,FALSE,FALSE
Argentina,PORT,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00644384493298182,0.9913314089186386,0.9872860664140032,1623,TRUE,relative convergence (4),0.00231154003082833,0.7527590925273828,0.0029903189672959,0.05706100098100072,0.4447728978002907,6.663736666997285e-5,0.00728831232174879,0.7954177711400658,1.0782067234468735,5.158698905300555e-10,-0.99,38,99.99999999999991,0.02564102564102564,-174.14285415439107,-166.19439464288703,-166.6761874877244,-170.14285415439107,-159.92340621102872,-156.29670030823723,9173.56035399437,TRUE,FALSE,FALSE
Australia and New Zealand,LM,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,5.877656366143928e-4,0.9991998010530342,0.9988263748777836,917,TRUE,Relative error in the sum of squares is at most `ftol'.,2.8828242212087716e-18,0.8588365784248997,0.01997067077610426,6.799306089942034e-13,1.955739748905042e-6,0.9873252391413874,0.38647057293651776,0.16565488713829415,0.5192463694513695,0.00547909366255016,90,-0.99,0.01098901098901099,99.99999999999991,-229.21755910058667,-221.26909958908263,-221.75089243392,-225.21755910058667,-214.99811115722432,-211.37140525443283,3202.0634100437164,FALSE,TRUE,FALSE
Australia and New Zealand,Newton,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|rho_VAE_on_edge,0.03766240584645337,0.9487254517427612,0.9247973292227166,2,TRUE,NA,0.9230695660862508,0.984152342180362,1.2182455837218918e-5,0.9996096002043052,0.5591343560128208,0.49297172717587545,0.4417667354139055,0.9833199554145166,0.9692397192199012,0.48362348003396993,-0.99,100,99.99999999999991,0.0099009900990099,-133.5355030788829,-125.58704356737886,-126.06883641221624,-129.5355030788829,-119.31605513552054,-115.68934923272906,56.38892912864685,TRUE,TRUE,FALSE
Brazil,LM,no_convergence|NA|NA|NA|NA|NA|NA|NA,0.00245925216543135,0.9956675155491552,0.9936456894720944,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,0.03855289426686569,0.8183326065086104,0.00162049909181961,0.4520765388921224,0.29037157896835386,7.807678438155418e-25,0.9999632236628878,0,1.286237194475239,4.907412678874177e-40,-0.25,22,1.3333333333333333,0.04347826086956521,-196.29802034644436,-188.34956083494032,-188.8313536797777,-192.29802034644436,-182.078572403082,-178.45186650029052,2705.95276594162,FALSE,FALSE,FALSE
Brazil,Newton,NA|NA|NA|NA|bad_sigma_KL|bad_sigma_VAE|rho_KL_on_edge|rho_VAE_on_edge,0.05830545990066249,0.8972827992306933,0.8493481055383502,2,TRUE,NA,1.0970722883671291,0.9770721040227784,-2.063994152636332e-6,0.9999043247578662,0.5915557429803655,0.32052645662362134,0.4652020517519182,0.29882919501553207,0.9475612367085796,0.21173735653097156,-0.99,-0.99,99.99999999999991,99.99999999999991,-123.48373634493262,-115.53527683342858,-116.01706967826595,-119.48373634493262,-109.26428840157028,-105.63758249877878,96.50787305831908,TRUE,TRUE,FALSE
Canada,NM,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|NA,0.02376745713403801,0.928535359342714,0.8951851937026474,145,TRUE,NA,0.01759281458487928,0.9250283821674364,0.00196326634017259,0.7087126355744603,0.5093394551025767,0.7402092986643951,0.5367456187611082,0.1929274616299436,1.033738666489575,0.02530864545499986,100,0.5,0.0099009900990099,0.6666666666666666,-144.12344053595743,-136.1749810244534,-136.65677386929076,-140.12344053595743,-129.90399259259507,-126.2772866898036,113.2971031665802,TRUE,FALSE,FALSE
Canada,Nelder-Mead,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|NA,0.02376745713403801,0.928535359342714,0.8951851937026474,145,TRUE,NA,0.01759281458487928,0.9250283821674364,0.00196326634017259,0.7087126355744603,0.5093394551025767,0.7402092986643951,0.5367456187611082,0.1929274616299436,1.033738666489575,0.02530864545499986,100,0.5,0.0099009900990099,0.6666666666666666,-144.12344053595743,-136.1749810244534,-136.65677386929076,-140.12344053595743,-129.90399259259507,-126.2772866898036,113.3473949432373,TRUE,FALSE,FALSE
Canada,Newton,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|rho_VAE_on_edge,0.03971610390239059,0.880580531704127,0.8248514464993862,3,TRUE,NA,1.024020199093968,0.9526249344017552,-4.640448527098547e-5,0.9955515223313152,0.5596969633848858,0.3185846225948002,0.41295430952477047,0.8017506198146639,1.0197020782424893,0.20805368860015608,-0.99,100,99.99999999999991,0.0099009900990099,-132.31433324100797,-124.36587372950392,-124.8476665743413,-128.31433324100797,-118.09488529764562,-114.46817939485412,88.0152690410614,TRUE,TRUE,FALSE
Caribbean Extended,LM,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.0032375072007381,0.9967957291616404,0.995300402770406,625,TRUE,Relative error in the sum of squares is at most `ftol'.,4.53227955090891e-10,0.9207273026398988,0.01063360373475253,0.03240894386349537,0.02949865662089991,0.5541009976134621,0.728099400673033,1.740084326150405e-4,1.6420582069974794,1.1743964710203102e-5,2.25,-0.99,0.3076923076923077,99.99999999999991,-189.9742544056036,-182.02579489409956,-182.50758773893693,-185.9742544056036,-175.75480646224125,-172.12810055944976,15906.499523878098,FALSE,TRUE,FALSE
Caribbean Extended,PORT,no_convergence|NA|NA|NA|NA|NA|NA|NA,0.00331537641087275,0.996718659359546,0.9951873670606672,1231,FALSE,false convergence (8),2.91931330052569e-11,0.9231610146510916,0.01199026131175121,0.01938653477387403,0.04688340405541894,0.48497073482561104,0.6788564719237998,0.00299965216384701,1.5353158314419133,6.454819056371892e-5,1.5,0,0.4,1,-189.42760158873347,-181.47914207722943,-181.9609349220668,-185.42760158873347,-175.2081536453711,-171.58144774257963,1408.4049088954926,FALSE,FALSE,FALSE
Caribbean Extended,Newton,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|rho_VAE_on_edge,0.03900912600347316,0.9613913430511216,0.9433739698083116,3,TRUE,NA,1.0655063301910228,0.96068256565691,-6.568126703487088e-5,0.9947789438261976,0.5370898942727181,0.3623238008582509,0.5190699356792903,0.9852021159109284,0.9838087746679874,0.2278292798057833,-0.99,100,99.99999999999991,0.0099009900990099,-132.7274391495257,-124.77897963802168,-125.26077248285904,-128.7274391495257,-118.50799120616335,-114.88128530337188,117.17585015296936,TRUE,TRUE,FALSE
Central America,LM,no_convergence|NA|NA|NA|NA|NA|NA|NA,8.764940941921129e-4,0.9994014956709478,0.9991221936507236,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,3.4964089297293553e-12,0.889619185945755,0.01304454018372503,2.515489738652914e-4,0.2273911197989143,0.00409589775386627,0.9653598649781796,2.118226231460755e-42,0.8412260996486158,2.1617282222788606e-7,4,20,0.2,0.04761904761904761,-220.02672057247247,-212.07826106096843,-212.5600539058058,-216.02672057247247,-205.80727262911012,-202.18056672631863,7909.5422270298,FALSE,FALSE,FALSE
Central America,PORT,no_convergence|NA|NA|NA|NA|NA|NA|NA,8.805588233213624e-4,0.9993987201154748,0.9991181228360296,864,FALSE,false convergence (8),1.2888217738034477e-12,0.8923930191736161,0.01353801610677122,2.1295649347899677e-4,0.23168225458705435,0.00461780971176202,0.9795300913440624,3.48060189510319e-65,0.8205981012116134,8.233930301199234e-7,4,26,0.2,0.03703703703703703,-219.92030495366356,-211.97184544215952,-212.4536382869969,-215.92030495366356,-205.7008570103012,-202.07415110750972,6726.553560018539,FALSE,FALSE,FALSE
Central America,Newton,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|NA,0.03041091437891201,0.9792342423904296,0.9695435555059636,2,TRUE,NA,1.0246748967478394,0.9577073999789631,-3.030578766649528e-5,0.997407516457433,0.452176871629758,0.8042304022989478,0.5499341455494089,0.02741892225719211,0.976493024054448,0.00836318282424891,100,8,0.0099009900990099,0.1111111111111111,-138.4543022821595,-130.50584277065545,-130.98763561549282,-134.4543022821595,-124.23485433879712,-120.60814843600564,129.61106204986572,TRUE,FALSE,FALSE
Central Asia Extended,LM,no_convergence|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.00350992634275269,0.9990470081174684,0.9986022785722868,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,3.641710137110984e-26,0.8591952972411357,0.02896339770706073,2.963822508961573e-25,0.00319394282491207,0.7242983386253126,1.034781486833542,3.675527990171726e-12,0.3995167104416952,3.98289980749457e-6,12,-0.25,0.07692307692307693,1.3333333333333333,-188.1160521803622,-180.16759266885816,-180.6493855136955,-184.1160521803622,-173.89660423699985,-170.26989833420836,3574.426594018936,FALSE,FALSE,FALSE
Central Asia Extended,PORT,no_convergence|NA|NA|NA|NA|NA|NA|NA,0.00397895310020294,0.9989196610882456,0.9984155029294268,2471,FALSE,false convergence (8),4.205630670488316e-23,0.8429146684950986,0.02547372905828169,2.0163570054958535e-24,2.681037453067277e-10,0.9921165457186116,0.8613591538719998,9.017151035526101e-13,0.4400383425336044,2.062764244655745e-46,58,3.5,0.01694915254237288,0.2222222222222222,-185.23130725841992,-177.28284774691588,-177.76464059175325,-181.23130725841992,-171.01185931505756,-167.38515341226608,1082.232766866684,FALSE,FALSE,FALSE
Central Asia Extended,Newton,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.02576474384844856,0.9930045279172944,0.9897399742786984,3,TRUE,NA,0.9136350604477816,0.97273550166148,3.73293456885903e-5,0.9979411129462284,0.43037638553916,0.07232752330043431,0.4705927904897249,0.825907842438057,1.046261132516496,0.10597562126117092,0.5,100,0.6666666666666666,0.0099009900990099,-142.26757646551107,-134.31911695400703,-134.8009097988444,-138.26757646551107,-128.04812852214872,-124.42142261935724,84.16221213340759,FALSE,TRUE,FALSE
Chile,LM,NA|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.00395577390800641,0.9968969171687736,0.9954488118475344,358,TRUE,Relative error in the sum of squares is at most `ftol'.,1.551936968439131e-13,0.7770902015585502,0.01458768179708778,7.152633724764883e-17,0.3423201991790583,0.00101483685251819,1.033374426330041,7.301052832095475e-9,0.6077016577466082,1.0000159635241784e-11,0.5,42,0.6666666666666666,0.02325581395348837,-185.36568439236777,-177.4172248808637,-177.89901772570107,-181.36568439236777,-171.14623644900539,-167.5195305462139,3765.456265926361,FALSE,FALSE,FALSE
Chile,PORT,NA|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.00415478185499987,0.9967408065927006,0.9952198496692942,407,TRUE,relative convergence (4),4.291071325010726e-13,0.7778903541803713,0.01408553004892179,1.0112037222281357e-15,0.3593166789954144,0.00146019309240511,1,5.977920603588014e-156,0.6281928086283702,4.49525429520284e-12,0.25,48,0.8,0.02040816326530612,-184.23676010510624,-176.2883005936022,-176.77009343843957,-180.23676010510624,-170.0173121617439,-166.3906062589524,8897.450099945068,FALSE,FALSE,FALSE
China,LM,no_convergence|bad_delta_KL|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.013245237831612,0.9980941942241084,0.997204818195359,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,3.4166652459218543e-31,0.9467938021266764,0.03472295871590054,2.7849729334978843e-6,-0.06467249258820909,0.7645364336843522,0.32853537897223273,0.3631468118298773,1.6927876983474734,0.09872819388142402,16,-0.99,0.0588235294117647,99.99999999999991,-157.57106256838802,-149.62260305688395,-150.10439590172135,-153.57106256838802,-143.35161462502566,-139.72490872223418,2005.6278619766235,FALSE,TRUE,FALSE
China,NM,NA|NA|bad_delta_VAE|NA|NA|NA|rho_KL_on_edge|NA,0.04405527406469216,0.9936610578957976,0.9907028849138366,633,TRUE,NA,0.02597483131765896,0.9743859834299404,0.00184950076104408,0.9043869765125068,0.5910505391358023,0.7089608557197564,-2.9661289601953857,0.2541337613836887,0.5989907387968143,0.15021056903740893,100,0.25,0.0099009900990099,0.8,-129.9295016748384,-121.98104216333437,-122.46283500817174,-125.9295016748384,-115.71005373147604,-112.08334782868457,2298.22621011734,TRUE,FALSE,FALSE
China,Nelder-Mead,NA|NA|bad_delta_VAE|NA|NA|NA|rho_KL_on_edge|NA,0.04405527406469216,0.9936610578957976,0.9907028849138366,633,TRUE,NA,0.02597483131765896,0.9743859834299404,0.00184950076104408,0.9043869765125068,0.5910505391358023,0.7089608557197564,-2.9661289601953857,0.2541337613836887,0.5989907387968143,0.15021056903740893,100,0.25,0.0099009900990099,0.8,-129.9295016748384,-121.98104216333437,-122.46283500817174,-125.9295016748384,-115.71005373147604,-112.08334782868457,2646.778589963913,TRUE,FALSE,FALSE
China,PORT,no_convergence|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.03744171973709773,0.9946126565153875,0.9920985628892351,1577,FALSE,false convergence (8),9.510944255318059e-29,NA,0.03192099899554857,NA,0.15715952964259264,NA,0,NA,0.9911725095059282,NA,0.75,3,0.5714285714285714,0.25,-133.6706699577797,-125.72221044627562,-126.204003291113,-129.6706699577797,-119.45122201441733,-115.82451611162584,2108.0831949710846,FALSE,FALSE,FALSE
China,Newton,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|rho_VAE_on_edge,1.1292404541317578,0.8375179813896282,0.7616930393714547,2,TRUE,NA,1.0153745837993835,0.9897602094720596,-1.7117396451717164e-4,0.996455767667794,0.4871111062169564,0.9999999993661476,0.4225043281462416,0.9999999904258156,1.0009454182135165,0.12352422119967116,-0.99,100,99.99999999999991,0.0099009900990099,-55.32082639495967,-47.37236688345562,-47.854159728293,-51.32082639495967,-41.10137845159732,-37.47467254880582,556.760605096817,TRUE,TRUE,FALSE
China,L-BFGS-B,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.1375898887652052,0.9802027258365128,0.9709639978935524,68,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.7796352966718298,0.9863090721356872,1.0299156129691824e-4,0.9971473151743124,1e-6,0.9999961485165336,0.36183209914417264,0.4969052473624786,2.8955501444548037,0.32026814446132873,0,-0.99,1,99.99999999999991,-103.73635726323006,-95.787897751726,-96.2696905965634,-99.73635726323006,-89.51690931986772,-85.89020341707621,694.1595768928528,FALSE,TRUE,FALSE
China,L-BFGS-B,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.1375898887652052,0.9802027258365128,0.9709639978935524,68,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.7796352966718298,0.9863090721356872,1.0299156129691824e-4,0.9971473151743124,1e-6,0.9999961485165336,0.36183209914417264,0.4969052473624786,2.8955501444548037,0.32026814446132873,0,-0.99,1,99.99999999999991,-103.73635726323006,-95.787897751726,-96.2696905965634,-99.73635726323006,-89.51690931986772,-85.89020341707621,694.1595768928528,FALSE,TRUE,FALSE
Eastern Africa,LM,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00155215166425579,0.9915857435170644,0.9876590904916944,119,TRUE,Relative error in the sum of squares is at most `ftol'.,1.1557149661057388e-5,0.7349511613684656,0.00561415115085539,1.1994044840069912e-4,0.25317343343037946,0.02065913096313782,0.845444952760669,8.060463466818225e-8,1.4425009443080032,6.230657276825587e-10,-0.99,6,99.99999999999991,0.14285714285714285,-206.88296919053977,-198.9345096790357,-199.41630252387307,-202.88296919053977,-192.6635212471774,-189.0368153443859,6393.040737867355,TRUE,FALSE,FALSE
Eastern Africa,NM,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.01499341347147171,0.9187202968569728,0.8807897687235601,147,TRUE,NA,0.01757551856764148,0.8859913877632557,0.00198212204154562,0.5655348858314933,0.5363574368684627,0.2514437429934273,0.5159016178785563,0.9436648220910048,1.0336324195131346,0.14383805857142842,0.5,100,0.6666666666666666,0.0099009900990099,-154.71968531932197,-146.77122580781793,-147.2530186526553,-150.71968531932197,-140.5002373759596,-136.87353147316813,148.79596495628357,FALSE,TRUE,FALSE
Eastern Africa,Nelder-Mead,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.01499341347147171,0.9187202968569728,0.8807897687235601,147,TRUE,NA,0.01757551856764148,0.8859913877632557,0.00198212204154562,0.5655348858314933,0.5363574368684627,0.2514437429934273,0.5159016178785563,0.9436648220910048,1.0336324195131346,0.14383805857142842,0.5,100,0.6666666666666666,0.0099009900990099,-154.71968531932197,-146.77122580781793,-147.2530186526553,-150.71968531932197,-140.5002373759596,-136.87353147316813,149.4161970615387,FALSE,TRUE,FALSE
Eastern Africa,Newton,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.03119949131262683,0.8308667071091684,0.7519378370934471,2,TRUE,NA,1.0470491708525396,0.9223513562493172,-4.561641462382845e-5,0.9928266950359272,0.5671108029238071,0.4383545426493099,0.5139156905654322,0.9668078138687016,0.9902858146700968,0.34290763533036817,5,100,0.16666666666666666,0.0099009900990099,-137.86549719915843,-129.9170376876544,-130.3988305324918,-133.86549719915843,-123.6460492557961,-120.0193433530046,105.2571930885315,FALSE,TRUE,FALSE
EU27,LM,no_convergence|bad_delta_KL|NA|NA|NA|NA|NA|NA,0.00435715034709652,0.9986381937651676,0.9980026841889124,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,2.3842700740798063e-26,0.9221615465551328,0.02917887112465111,8.101386905625419e-9,18.525437635823906,0.9841043483903316,0.1882394838681906,0.983045897065816,0.2134614915586747,0.00877261595062884,3,2.5,0.25,0.2857142857142857,-183.1429185510259,-175.19445903952186,-175.67625188435923,-179.1429185510259,-168.92347060766355,-165.29676470487206,17785.408899068832,FALSE,FALSE,FALSE
EU27,NM,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00743178583755701,0.9976772313362404,0.996593272626486,397,TRUE,NA,0.0135251203880535,0.9811958872857168,0.00212516046204717,0.9193289171981393,0.271880195747845,0.07620119604374159,0.6212662300189375,0.750570651200908,1.3020121493608412,0.11085338561480532,-0.99,64,99.99999999999991,0.01538461538461538,-170.8621161317196,-162.91365662021556,-163.39544946505293,-166.8621161317196,-156.64266818835725,-153.01596228556576,187.44599604606628,TRUE,FALSE,FALSE
EU27,Nelder-Mead,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00743178583755701,0.9976772313362404,0.996593272626486,397,TRUE,NA,0.0135251203880535,0.9811958872857168,0.00212516046204717,0.9193289171981393,0.271880195747845,0.07620119604374159,0.6212662300189375,0.750570651200908,1.3020121493608412,0.11085338561480532,-0.99,64,99.99999999999991,0.01538461538461538,-170.8621161317196,-162.91365662021556,-163.39544946505293,-166.8621161317196,-156.64266818835725,-153.01596228556576,167.1584861278534,TRUE,FALSE,FALSE
EU27,PORT,no_convergence|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.0052583393947592,0.9983565314937044,0.9975895795240998,1322,FALSE,false convergence (8),4.163244319201304e-17,0.9769951793285576,0.01865496457119067,0.2767263283364184,0.38867764772815655,0.18279640940401184,0.5260281342093117,0.877659803859484,0.7746327300645783,0.2517872574480478,-0.99,90,99.99999999999991,0.01098901098901099,-178.81898711577963,-170.8705276042756,-171.35232044911297,-174.81898711577963,-164.59953917241728,-160.9728332696258,1278.0072939395905,TRUE,FALSE,FALSE
EU27,Newton,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.01978610018902116,0.9938159502303192,0.9909300603378014,3,TRUE,NA,1.0227407125137506,0.9876376790535432,-2.8981890226733305e-5,0.9992755242478312,0.548380292464946,0.4410920182367451,0.5323621063545658,0.9435841758915872,0.9017081079037758,0.4783851856620284,-0.75,100,4,0.0099009900990099,-148.3402057309966,-140.39174621949255,-140.87353906432992,-144.3402057309966,-134.12075778763423,-130.49405188484275,100.29720687866212,FALSE,TRUE,FALSE
EU27,Newton,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.01978610018902116,0.9938159502303192,0.9909300603378014,3,TRUE,NA,1.0227407125137506,0.9876376790535432,-2.8981890226733305e-5,0.9992755242478312,0.548380292464946,0.4410920182367451,0.5323621063545658,0.9435841758915872,0.9017081079037758,0.4783851856620284,-0.75,100,4,0.0099009900990099,-148.3402057309966,-140.39174621949255,-140.87353906432992,-144.3402057309966,-134.12075778763423,-130.49405188484275,100.29720687866212,FALSE,TRUE,FALSE
